1948,ליטעראריש-היסטארישע ביורא אין באמבערג,באמבערג,ווירקלעכקייט.,"ארענשטיין, בנימין"
,יאנקאוויטש,ניו יארק,Sanin : roman.,"ארצובאשעוו, מ"
,מאקס יאנקאוויטש,ניו יארק,דער לעצטער שטריך,"ארצובאשעוו, מ"
1916,מאקס מייזעל,ניו יארק,די פרוי וואס שטעהט אין מיטען,"ארציבאשעוו, מ"
1959,הויפטפארקויף: ציקא,פאריז,מרימל. דראמאטישער ציקל אין פופצן בילדער,"ארצישעווסקא, טעא"
1931,קולטור ליגע,ווארשע,דער צווייאונצוואנציקסטער אויגוסט,"אש, נאטאן - ל. האדעס"
1943,קולטור פארלאג,ניו יארק,דער מאן פון נצרת,"אש, ש"
1943,קולטור פארלאג,ניו יארק,דער מאן פון נצרת,"אש, ש"
1911,פארווערטס,ניו יארק,א שטעדטיל.,"אש, שלום"
1917,פארווערטס,ניו יארק,"א שטעטיל, קיין אמעריקע","אש, שלום"
1918,,ניו יארק,אנקעל מאזעס,"אש, שלום"
1918,פארווערטס,ניו יארק,ארץ ישראל. ערצעהלונגען פון דער אלטער היים,"אש, שלום"
1918,פארווערטס,ניו יארק,דער וועג צו זיך,"אש, שלום"
1943,קולטור פארלאג,ניו יארק,דער מאן פון נצרת,"אש, שלום"
1956,,תל אביב,דער נביא,"אש, שלום"
1911,פראווערטס,ניו יארק,יוגענד,"אש, שלום"
1918,פארווערטס,ניו יארק,מאטקע גנב,"אש, שלום"
1953,,ניו יארק,מאטקע גנב,"אש, שלום"
1951,ש. שקלארסקי,ניו יארק,משה.,"אש, שלום"
1911,פארוועאטס,ניו יארק,ערצעהלונגען,"אש, שלום"
1930,יידיש בוך,ווארשע,די רעכט פון דער פרוי אלס ווייב און מענטש,"אשכנזי, שלמה"
1948,,לאדזש,דער מלך שאול,"אשענדארף, ישראל"
1950,יאנקאוויטש,פאריז,וויי און וואנדער. לידער,"אשענדארף, ישראל"
1937,,לעמבערג,מאנטיק אינדערפרי. לידער,"אשענדארף, ישראל"
1953,,פאריז,שותפים פון גורל. דערציילונגען,"אשענדארף, ישראל"
1973,,תל אביב,צווישן בליץ און דונער,"אשעראוויטש, הירש"
1979,רשפים,תל אביב,תנך-פאעמעס.,"אשעראוויטש, הירש"
1942,ארבעטער,ניו יארק,דער סוף פון שונאי ישראל.,"אשעראוויטש, מ"
1933,,ניו יארק,ווי מענטשן לעבן אין סאוועט רוסלאנד,"אשעראוויטש, מ"
1941,קינדער רינג פארלאג,ניו יארק,משה מאנטעפיארע. היסטארישע געשטאלטן,"אשעראוויטש, מ"
1937,קינדער רינג,ניו יארק,קאלאמאן וואליש.,"אשעראוויטש, מ"
1959,,ניו יארק,קיניגין מרים,"אשעראוויטש, מ"
1948,מ. א. יוביליי קאמיטעט,ניו יארק,שטעט און שטעטלעך אין אוקראינע.,"אשעראוויטש, מ"
1948,מ. א. יוביליי קאמיטעט,ניו יארק,שטעט און שטעטלעך אין אוקראינע.,"אשעראוויטש, מ<!-----------------------------><!--END OF OUTPUT FROM EXCEL PUBLISH AS WEB PAGE WIZARD--><!----------------------------->"
1940,מחבר,שיקאגא,וואס איז אזוינס יידישקייט. און אנדערע עסייען.,"באבינסקי, י",
1965,,נ.י,ס'איז קיינמאל ניט צו שפעט,"באביץ, ברוך מאיר",
1985,,תל אביב,פון קראכמאלנע ביז קאלימא,"באביץ, חיים",
1953,יידיש בוך,ווארשע,מוטער און זון,"באברוק, אלבין",
1953,יידיש בוך,ווארשע,מוטער און זון,"באברוק, אלבין",
1925,ב. שימין,ווארשע,פאליטישע עקאנאמיע.,"באגדאנאוו, א",
1920,די חיים פארלאג,ניו יארק,פאליטישע עקאנאמיע.,"באגדאנאוו, א",
1936,,שיקאגא,"באגדאנסקי, מ",
1937,,שיקאגא,פעלדער און זאנגען. קינדער לידער,"באגדאנסקי, מ",
1951,א. באגין,ניו יארק,פון טיפן געמיט. לידער.,"באגין, אננא",
1955,יידיש בוך,ווארשע,די אומפארגעסלעכע.,"באגען, ד. (גרשון דוא)",
1937,פרדס,ניו יארק,אונזערע גייסטיקע ריעזען.,"באדער, גרשם",
1935,פרדס,ניו יארק,אונזערע גייסטיקע ריעזען.,"באדער, גרשם",
1934,מוינעשטער פאבלישינג קא,ניו יארק,"באדער, גרשם",
1935,פרדס,,דברי חן ושכל.,"באדער, גרשם",
1940,פרדס,ניו יארק,"באדער, גרשם",
1927,,ניו יארק,דרייסיג דורות אידען אין פוילען.,"באדער, גרשם",
1911,פרייע ארבעטער שטימע,ניו יארק,"באוושאווער, יעקב",
1975,אידישער קעמפער,ניו יארק,"באומגאלד, ז",
1934,אידישער סאציאליסטישער פארבאנד,ניו יארק,"באוער, אטא",
1949,,ווארשע,צווישן פאלנדיקע ווענט,"באזשיקאווסקי, טוביה",
1962,,בוענאס איירעס,באטאשאנסקי,
1948,,בוענאס איירעס,בראשית פון מדינת ישראל.,"באטאשאנסקי, יעקב",
1948,,בוענאס איירעס,בראשית פון מדינת ישראל. רעפארטאזשן,"באטאשאנסקי, יעקב",
1942,א קאמיטעט,בוענאס איירעס,די לעבנסגעשיכטע פון א יידישן זשורנאליסט.,"באטאשאנסקי, יעקב",
1942,א קאמיטעט,בוענאס איירעס,די לעבנסגעשיכטע פון א יידישן זשורנאליסט.,"באטאשאנסקי, יעקב",
1942,א קאמיטעט,בוענאס איירעס,די לעבנסגעשיכטע פון א יידישן זשורנאליסט.,"באטאשאנסקי, יעקב",
1952,,בוענאס איירעס,פשט. פירושים אויף יידישע שרייבער.,"באטאשאנסקי, יעקב",
1958,,בוענאס איירעס,"שבת, יום-טוב און וואך אין מדינת ישראל.","באטאשאנסקי, יעקב",
1920,,ניו יארק,באטוויניק,
1948,,ניו יארק,געקליבענע ערצעהלונגען,"באטוויניק, ב",
,,מאנטרעאל,דער נייער דור.,"באטוויניק, לייבל",
1922,קולטור ליגע,ווארשע,געוויקסן.,"באטש, ג - גאלאמב, א",
,פון קוואל,מעקסיקא,ארבעטבוך פאר יידיש אין פאלקשול1,"באיאן, ל",
1946,פון קוואל,מעקסיקא,ארבעטסבוך פאר יידיש אין פאלקשול.,"באיאן, ל",
1941,,קליוולענד,יונג לעבן. דערציילונגען,"באך, פעסי",
1947,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,די יידן-שטאט לובלין,"באלאבאן, מאיר פראפ",
1929,בזשאזא,ווארשע,זכרונות און איבערלעבענישן,"באלאבאנאוו, אנדזשעליקא",
1967,,תל אביב,שטארקער פון אייזן,"באלבערישסקי, מ",
1949,דוד איגנאטאוו ליטעראטור פאנד,ניו יארק,א חתונה אין הארבסט. לידער,"באמזע, נחום",
1955,,ניו יארק,אייביק בליען וועט דער טרוים,"באמזע, נחום",
1920,ניי צייט,,אהן א פאטערלאנד,"באנג, הערמאן - ר. אייזלענדער",
1955,,ניו יארק,ווי עס געדענקט זיך,"באנטשעק, ש",
1970,,תל אביב,איך גלויב נישט...,"באנק, וולאדיסלאוו",
1976,י. ל. פרץ,תל אביב,דערציילונגען פון א לאנגער וועג,"באנקאווער, יוסף",
1982,,ירושלים,דערציילונגען,"באס, דוד",
1980,י. ל. פרץ,תל אביב,אויף די וועגן פון יידישער ליטעראטור,"באס, חיים ב",
1936,החלוץ,ווארשע,דאס בוך פון דער ניי-ארץ-ישראלדיקע פאעזיע,"באסאק, משה",
1963,הקיבוץ המאוחד,ישראל,מבחר שירת יידיש. למן י. ל. פרץ עד ימינו,"באסאק, משה",
1949,ציוניסטישע וועלט-ארגאניזאציע,פאריז,מעפילים בוך. געקירצטע אויסגאבע,"באסאק, משה",
1930,נייע יידישע פאלקסשול,ווילנע,אריטמעטישער רעכנבוך. פארן צוויטן לערניאר,"באסטאמסקי, ש",
1917,דאס בוך,ניו יארק,אנטאלאגיע פינף הונדערט יאר אידישע פאעזיע,"באסין, מ",
,אלוועלטלעכער יידישער קולטור קאנגרעס,,יידישע פאעזיע אויף אמעריקאנער מאטיוון,"באסין, מ (רעד)",
1975,קאיאר,יאהאנעסבורג,א גליקלעכע וועלט אדער א מבול פון פייער.,"באסין, נתנאל הכהן",
1959,י. ל. פרץ,תל אביב,"באסמאן בן-חיים, רבקה",
1967,ישראל בוך,תל אביב,בלעטער פון וועגן. לידער,"באסמאן בן-חיים, רבקה",
1972,ישראל בוך,תל אביב,ליכטיקע שטיינער. לידער.,"באסמאן בן-חיים, רבקה",
1988,ישראל בוך,תל אביב,אנרירן די צייט. לידער,"באסמאן, רבקה",
1992,,תל אביב,די שטילקייט ברענט.,"באסמאן, רבקה",
1951,,ניו יארק,י. באסקין: צו זיין 70-יאריקן יוביליי,"באסקין, י",
1958,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,זכרונות פון א יידישן פארטיזאן,"באקאלטשוק-פעלין, מלך",
,קראפאטקין ליטעראטור געזעלשאפט,ניו יארק,געקליבענע שריפטן,"באקונין, מיכאיל",
1982,,תל אביב,יפהס גורל-וואנדערונגען. נאוועלע,"באראד-דאדיק, יעטטא",
1929,סלוצקי,ניו יארק,"באראדולין, ל",
1964,אלוועלטלעכער יידישער קולטור קאנגרעס,פאריז,צוואנציק יאר שפעטער,"באראווישט, מיכאל",
1920,פועלי ציון פארלאג,ניו יארק,באראכאוו,
1928,,ניו יארק,געקליבענע שריפטן. באנד 2,"באראכאוו, בער",
1923,פערדינאנד עסטראטעג פארלאג,בערלין,די אידישע ארבעטער באוועגונג אין ציפערן,"באראכאוו, בער",
1966,י. ל. פרץ,תל אביב,שפראך-פארשונג און ליטעראטור-געשיכטע,"באראכאוו, בער - מייזיל, נחמן",
1966,י. ל. פרץ,תל אביב,שפראך-פארשונג און ליטעראטור-געשיכטע,"באראכאוו, בער - נחמן מייזיל (רעד)",
1966,י. ל. פרץ,תל אביב,שפראך פארשונג און ליטעראטור געשיכטע,"באראכאוו, בער - נחמן מייזל",
1949,אנא בארון,ניו יארק,די יידישע בראדוויי און אנדערע לידער,"באראן, א. ל.",
1922,יידישע קולטור פארלאג,בערלין,קלארקייט.,"בארביס, אנרי",
1948,,ניו יארק,לידער,"בארדא-ריווקין, מינא",
1958,,בוענאס איירעס,לידער און איבערבליקן,"בארדא-ריווקין, מינא",
1948,זריע,מאנטעווידעא,לידער מיט ניגונים,"בארדיטשעווער, זעליק",
1955,בוענאס איירעס,ארישע פאפירן.,"בארוויטש, מיכאל",
1955,בוענאס איירעס,ארישע פאפירן.,"בארוויטש, מיכאל",
1955,אלוועלטלעכער יידישער קולטור קאנגרעס - ציקא,ניו יארק,פון נאענטן עבר. מאנטגראפיעס און מעמוארן,"בארוויטש, מיכאל דר (רעד) ET AL",
1958,ביכער פארלאג,ניו יארק,מיט אידישע אויגן,"בארון, מאיר",
1932,ב. קלעצקין פארלאג,ווילנע,"באריישא, מנחם",
1947,מתנות,ניו יארק,"באריישא, מנחם",
1916,ליטערארישער פארלאג,ניו יארק,א רינג אין דער קייט,"באריישא, מנחם",
1950,מתנות,ניו יארק,דורך דורות,"באריישא, מנחם",
1945,מתנות,ניו יארק,דער גייער:קאפיטלען פון א לעבן.,"באריישא, מנחם",
1968,ייווא,בוענאס איירעס,דער פרעמדער און זאוול רימער,"באריישא, מנחם",
1930,מארק ראקאווסקי,ווארשע,ווי אזוי צו דערציען קינדער אן קאנטשיק,"בארכארדט, יוליאן",
1936,פראגער-ווארשעווער ברענטש,ניו יארק,"בארענשטיין, מ",
1962,דער שפיגל,בוענאס איירעס,אויף פרעמדער ערד,"בארקאן, ח",
ארבעטער רינג,ניו יארק,אמאל איז געווען. מעשיות און לעגענדעס.,"בארקאן, ח",
1959,ל. גראס,פילאדעלפיא,מיין שטעטל אונגען.,"בארקאן, ח",
1936,סיגנאל פארלאג,ניו יארק,"גוטפרילינג. לידער, דערציילונגען און מייסעס","בארקאן, סארע",
